what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1362248728796
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1362248730497
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1362248730505
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1362248730505
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1362248730506
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1362248760160
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1362248760191
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1362248760236
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1362248760300
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362248765040
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1362248765051
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1362248765051
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1362248766126
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362248767240
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1362248770772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362249080462
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1362249080477
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1362249080477
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1362249101211
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1362249102164
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1362249102170
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362249103463
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1362249106394
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362249114186
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1362249114201
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1362249115032
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362249117967
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362249417843
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1362249417860
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362249418204
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362249425329
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1362249454265
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1362249454275
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362249459586
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362249467627
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362250524544
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362250540221
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1362250541043
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362250543227
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362251358209
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1362251358237
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362251367044
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362251367063
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362251544751
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362251546570
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362251554116
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362251663610
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362251666405
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362311288620
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362311292356
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362311303319
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362311307246
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1362311307278
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362311307410
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1362311308016
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362311319471
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362323117131
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362323134150
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1362323134177
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362323152656
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362323153253
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362323155262
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362323155841
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362323852692
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362323858902
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362323861998
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362323868713
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362323869616
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362323883904
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362323892933
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362332577873
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362332706182
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362332706845
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362332709314
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362334622367
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1362334660513
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362334663487
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362334667042
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362334668850
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1362334670824
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362334671032
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362334671097
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362334734033
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362334735902
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362334752942
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1362334755032
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362334756365
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362334756451
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1362334757821
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362334808401
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362335153681
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362335155565
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362335205886
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362335209383
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362335214092
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362335215884
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362335217140
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362335218745
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362335219398
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362335224692
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362335252151
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362335253810
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362335262183
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362335267088
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1362335406097
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1362335408736
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362335412115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362335418349
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362335419951
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362335421293
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362335422080
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362335425414
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362335425892
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362335426554
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362335427057
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362335433566
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362335435732
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362335436780
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362335440036
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362335443396
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362335444217
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362335508148
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362335508820
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362335511708
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362335512451
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1362335514890
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362335518249
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362335523441
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362335524360
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362335527596
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362335528649
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362335530182
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1362335549804
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362335550801
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362335555696
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1362335556615
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362335556963
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1362335558622
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362335573664
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1362335577145
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1362335579838
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362335581821
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1362335583676
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362335583966
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362335586562
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1362335588832
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362335590274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362335638006
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362335638037
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362335643983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362335645183
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1362335646201
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362335647759
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362335650070
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362335652260
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362335655063
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362335655066
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1362335655092
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362335655812
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1362335663541
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362335670269
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362335670336
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362335674101
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362335674763
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362335674763
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362335676213
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362335677773
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362335678381
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1362335679004
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362335679302
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362335686925
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1362335686950
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362335696895
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362335701107
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362335701127
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362335705898
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362335989112
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362336001627
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362336092045
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362336106501
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362336137912
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362336576453
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362336582854
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362336584294
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362336609765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362336610725
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362336614129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362336615211
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362336620986
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362336625176
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362336626232
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362336663853
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1362336664956
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362336686452
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362336691678
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362336692248
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362336695421
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362336696310
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362336700461
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362336702920
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1362336708833
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362336710680
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362336712595
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1362336789675
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362336789976
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362336793176
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362336900178
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362336901358
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1362336905268
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362336905551
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362336908002
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1362336912756
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362336915291
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362336915762
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362336916381
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1362336916388
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362336916532
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362336924858
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1362336925426
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1362336926638
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1362336940075
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362336940365
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362336942668
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362336945186
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362336945507
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362336951010
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1362336953191
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362336958867
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362336960651
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362336963665
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362336986324
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362336987550
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362336993772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362337216244
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1362337218235
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362337220117
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362337506795
